query,matched_text,rank
TS Die Herkunft von 100% des Gesamtgewichts des servierten Fleisches und Fisches ist klar auf den Menükarten und/oder auf einer separaten Anzeige deklariert (gesetzliche Anforderung LIV Art. 5b). Das gilt auch für die Herkunft der Hauptbestandteile der Gerichte.,"7. **Besondere Anforderungen**: This requirement mentions the need for collaboration with partners, which could include ensuring that all partners adhere to the same sourcing and labeling standards, relevant to the guideline.",9
TS Die Herkunft von 100% des Gesamtgewichts des servierten Fleisches und Fisches ist klar auf den Menükarten und/oder auf einer separaten Anzeige deklariert (gesetzliche Anforderung LIV Art. 5b). Das gilt auch für die Herkunft der Hauptbestandteile der Gerichte.,"These requirements collectively emphasize the importance of clear labeling and sourcing of food products, which is essential for compliance with the guideline regarding the declaration of the origin of meat and fish served in the context of the ""Kalte Linie Biel"" project.",10
"ZK Mindestens X% des Gesamtgewichtes der Produkte werden lose in wiederverwendbaren Behältern geliefert, zum Beispiel in IFCO-Kisten.","To match the guideline ""ZK Mindestens X% des Gesamtgewichtes der Produkte werden lose in wiederverwendbaren Behältern geliefert, zum Beispiel in IFCO-Kisten"" with the provided requirements, we need to identify the requirements that discuss the delivery methods, packaging, and sustainability aspects related to the use of reusable containers.",1
"ZK Mindestens X% des Gesamtgewichtes der Produkte werden lose in wiederverwendbaren Behältern geliefert, zum Beispiel in IFCO-Kisten.",Here are the most relevant requirements ranked based on their relevance to the guideline:,2
"ZK Mindestens X% des Gesamtgewichtes der Produkte werden lose in wiederverwendbaren Behältern geliefert, zum Beispiel in IFCO-Kisten.","1. **""90% der Lieferung (gemessen in kg) erfolgt in Mehrweggebinde, aktuell ½-GN-Schalen.""**",3
"ZK Mindestens X% des Gesamtgewichtes der Produkte werden lose in wiederverwendbaren Behältern geliefert, zum Beispiel in IFCO-Kisten.","- This requirement directly addresses the use of reusable containers for the delivery of meals, which aligns perfectly with the guideline.",4
"ZK Mindestens X% des Gesamtgewichtes der Produkte werden lose in wiederverwendbaren Behältern geliefert, zum Beispiel in IFCO-Kisten.","2. **""Die Lieferung erfolgt portioniert nach Anzahl Ausgabestellen an den Standorten.""**",5
"ZK Mindestens X% des Gesamtgewichtes der Produkte werden lose in wiederverwendbaren Behältern geliefert, zum Beispiel in IFCO-Kisten.","- This requirement indicates that the meals are delivered in a manner that is organized and likely involves reusable containers, supporting the guideline's emphasis on sustainability.",6
"ZK Mindestens X% des Gesamtgewichtes der Produkte werden lose in wiederverwendbaren Behältern geliefert, zum Beispiel in IFCO-Kisten.","3. **""Die Organisation der Lieferung und Portionierung der Speisen passt zur, im Kapitel 3.0 deklarierten Einrichtung der Standorte.""**",7
"ZK Mindestens X% des Gesamtgewichtes der Produkte werden lose in wiederverwendbaren Behältern geliefert, zum Beispiel in IFCO-Kisten.","- This suggests that the delivery organization is designed to accommodate the use of reusable containers, which is relevant to the guideline.",8
"ZK Mindestens X% des Gesamtgewichtes der Produkte werden lose in wiederverwendbaren Behältern geliefert, zum Beispiel in IFCO-Kisten.","4. **""Die Kühlkette muss gewährleistet sein, die Qualität der Nahrung darf sich durch den Transport nicht vermindern.""**",9
"ZK Mindestens X% des Gesamtgewichtes der Produkte werden lose in wiederverwendbaren Behältern geliefert, zum Beispiel in IFCO-Kisten.","- While this requirement focuses on maintaining food quality during transport, it implies that the use of appropriate containers (potentially reusable) is necessary to ensure this quality.",10
TS Die Eiweissquellen sind vielfältig und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"To match the guideline ""TS Die Eiweissquellen sind vielfältig und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen"" with the provided requirements, we need to identify the requirements that specifically address the variety and nutritional standards of protein sources in the context of the meal offerings for children in the Kitas and Tagesschulen of Biel.",1
TS Die Eiweissquellen sind vielfältig und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,Here are the most relevant requirements ranked based on their relevance to the guideline:,2
TS Die Eiweissquellen sind vielfältig und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"1. **""Sie produzieren warm zu servierende Speisen zu 70% (gemessen über das Gewicht) mittels «Cook and chill». Die anderen 30% verteilen sich auf Produktionsarten wie «Schockfrosten», «Sous-vide», «hot fill» oder Weiteres.""**",3
TS Die Eiweissquellen sind vielfältig und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"- This requirement indicates the methods of food preparation, which can affect the quality and variety of protein sources.",4
TS Die Eiweissquellen sind vielfältig und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"2. **""Sie verarbeiten in 70% (in 7 von 10 Mahlzeiten) Fleisch/Geflügel/Fisch: Fleisch/Geflügel in der Qualität «IP» oder «Bio Suisse» aus der Region (35km von Biel), Fisch im Standard «MSC».""**",5
TS Die Eiweissquellen sind vielfältig und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"- This requirement specifies the types of protein sources (meat, poultry, fish) and their quality standards, which directly relates to the guideline about diverse protein sources.",6
TS Die Eiweissquellen sind vielfältig und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"3. **""Als Mittagessen bieten Sie ein Hauptgericht bestehend aus: Eiweisskomponente mit passender Sauce, Stärkebeilage, Gemüse und/oder Salat (mind. 2x Salat pro Woche).""**",7
TS Die Eiweissquellen sind vielfältig und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"- This outlines the composition of meals, emphasizing the inclusion of protein components, which is essential for meeting nutritional guidelines.",8
TS Die Eiweissquellen sind vielfältig und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"4. **""Für Kinder die vegetarisch oder kein Schweinefleisch essen wird jeden Tag eine Eiweisskomponente auf vegetarischer Basis angeboten.""**",9
TS Die Eiweissquellen sind vielfältig und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"- This requirement ensures that there are vegetarian protein options available, contributing to the diversity of protein sources.",10
"TS Die Mehrheit der Gerichte entspricht folgender Aufteilung: 2/5 Gemüse, 2/5 stärkehaltige und 1/5 eiweisshaltige Lebensmittel.","To match the guideline regarding the distribution of food components in meals (2/5 vegetables, 2/5 starchy foods, and 1/5 protein-rich foods) with the provided requirements, we need to identify the requirements that specifically address the composition of meals, particularly in terms of the proportions of vegetables, starches, and proteins.",1
"TS Die Mehrheit der Gerichte entspricht folgender Aufteilung: 2/5 Gemüse, 2/5 stärkehaltige und 1/5 eiweisshaltige Lebensmittel.",Here are the most relevant requirements ranked based on their relevance to the guideline:,2
"TS Die Mehrheit der Gerichte entspricht folgender Aufteilung: 2/5 Gemüse, 2/5 stärkehaltige und 1/5 eiweisshaltige Lebensmittel.","1. **""Sie produzieren warm zu servierende Speisen zu 70% (gemessen über das Gewicht) mittels «Cook and chill». Die anderen 30% verteilen sich auf Produktionsarten wie «Schockfrosten», «Sous-vide», «hot fill» oder Weiteres.""**",3
"TS Die Mehrheit der Gerichte entspricht folgender Aufteilung: 2/5 Gemüse, 2/5 stärkehaltige und 1/5 eiweisshaltige Lebensmittel.","- This requirement indicates the production method and the percentage of warm meals, which is relevant to the overall meal composition.",4
"TS Die Mehrheit der Gerichte entspricht folgender Aufteilung: 2/5 Gemüse, 2/5 stärkehaltige und 1/5 eiweisshaltige Lebensmittel.","2. **""Als Mittagessen bieten Sie ein Hauptgericht bestehend aus: Eiweisskomponente mit passender Sauce, Stärkebeilage, Gemüse und/oder Salat (mind. 2x Salat pro Woche).""**",5
"TS Die Mehrheit der Gerichte entspricht folgender Aufteilung: 2/5 Gemüse, 2/5 stärkehaltige und 1/5 eiweisshaltige Lebensmittel.","- This requirement directly mentions the components of the main meal, including protein, starch, and vegetables, aligning with the guideline.",6
"TS Die Mehrheit der Gerichte entspricht folgender Aufteilung: 2/5 Gemüse, 2/5 stärkehaltige und 1/5 eiweisshaltige Lebensmittel.","3. **""Die Hauptgerichte gestalten Sie: 3 Hauptmahlzeiten pro Woche vegetarisch, 1 Hauptmahlzeit pro Woche abwechselnd Fleisch oder Geflügel, 1 Hauptmahlzeit pro Woche Fisch.""**",7
"TS Die Mehrheit der Gerichte entspricht folgender Aufteilung: 2/5 Gemüse, 2/5 stärkehaltige und 1/5 eiweisshaltige Lebensmittel.","- This outlines the variety of protein sources, which is important for the guideline's focus on protein-rich foods.",8
"TS Die Mehrheit der Gerichte entspricht folgender Aufteilung: 2/5 Gemüse, 2/5 stärkehaltige und 1/5 eiweisshaltige Lebensmittel.","4. **""Sie verwenden zu 70% Gemüse (gemessen an den Kosten) in der Qualität «Bio Suisse».""**",9
"TS Die Mehrheit der Gerichte entspricht folgender Aufteilung: 2/5 Gemüse, 2/5 stärkehaltige und 1/5 eiweisshaltige Lebensmittel.","- This specifies the percentage of vegetables used, which is crucial for meeting the vegetable component of the guideline.",10
TS Leitungswasser ist gratis und leicht verfügbar zum Zeitpunkt des Essendienstes oder im Speisesaal.,"To match the guideline ""TS Leitungswasser ist gratis und leicht verfügbar zum Zeitpunkt des Essendienstes oder im Speisesaal"" (Tap water is free and easily available at the time of meal service or in the dining hall), we need to identify requirements that relate to the provision of water, particularly in the context of meal services in the specified settings (Kitas and Tagesschulen).",1
TS Leitungswasser ist gratis und leicht verfügbar zum Zeitpunkt des Essendienstes oder im Speisesaal.,Here are the most relevant requirements ranked based on their relevance to the guideline:,2
TS Leitungswasser ist gratis und leicht verfügbar zum Zeitpunkt des Essendienstes oder im Speisesaal.,"1. **""Die Einrichtung der Standorte erfolgt nach festgelegten Standards durch die Stadt Biel.""** - This implies that there are standards in place for the facilities, which could include the provision of free tap water.",3
TS Leitungswasser ist gratis und leicht verfügbar zum Zeitpunkt des Essendienstes oder im Speisesaal.,"2. **""Die Organisation der Lieferung und Portionierung der Speisen passt zur, im Kapitel 3.0 deklarierten Einrichtung der Standorte.""** - This suggests that the meal service organization is aligned with the facilities' setup, which may include water availability.",4
TS Leitungswasser ist gratis und leicht verfügbar zum Zeitpunkt des Essendienstes oder im Speisesaal.,"3. **""Die Kühlkette muss gewährleistet sein, die Qualität der Nahrung darf sich durch den Transport nicht vermindern.""** - While primarily about food quality, it indicates a focus on maintaining standards, which could extend to the provision of water.",5
TS Leitungswasser ist gratis und leicht verfügbar zum Zeitpunkt des Essendienstes oder im Speisesaal.,"4. **""Die Speisen sind auf die Gruppen à 20 Menüs zu portionieren.""** - This relates to meal service logistics, which may include considerations for water service.",6
TS Leitungswasser ist gratis und leicht verfügbar zum Zeitpunkt des Essendienstes oder im Speisesaal.,"5. **""Die Anbietenden haben auf Verlangen die Möglichkeit, nach erfolgtem Zuschlag, in das anonymisierte Offertöffnungsprotokoll Einsicht nehmen zu können.""** - This indicates transparency in the bidding process, which could relate to how water provision is handled.",7
TS Leitungswasser ist gratis und leicht verfügbar zum Zeitpunkt des Essendienstes oder im Speisesaal.,"6. **""Die Anbietenden verpflichten sich zur Transparenz bei der Angebotserstellung und gewähren der Vergabestelle auf Verlangen Einblick in die entsprechenden Unterlagen.""** - This emphasizes accountability, which could include the provision of water.",8
TS Leitungswasser ist gratis und leicht verfügbar zum Zeitpunkt des Essendienstes oder im Speisesaal.,"7. **""Die Anbietenden haben die Vorschriften der geltenden Datenschutzgesetzgebung zu beachten.""** - While not directly related to water, it indicates compliance with regulations, which may include health and safety standards for food and drink.",9
TS Leitungswasser ist gratis und leicht verfügbar zum Zeitpunkt des Essendienstes oder im Speisesaal.,"These requirements collectively suggest a framework where the provision of free tap water could be integrated into the meal service standards and practices. However, none of the requirements explicitly mention the provision of water, indicating a potential area for further clarification or emphasis in the guidelines.",10
TS Die verwendeten Fette haben einen guten Nährwert (wie zum Beispiel Raps- und Olivenöl) und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"To match the guideline regarding the use of healthy fats (like rapeseed and olive oil) in accordance with the Swiss Society for Nutrition's recommendations, we need to identify the requirements that specifically address the quality and nutritional standards of the food provided in the context of the ""Kalte Linie Biel"" project.",1
TS Die verwendeten Fette haben einen guten Nährwert (wie zum Beispiel Raps- und Olivenöl) und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,Here are the most relevant requirements ranked based on their relevance to the guideline:,2
TS Die verwendeten Fette haben einen guten Nährwert (wie zum Beispiel Raps- und Olivenöl) und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,1. **Quality Standards for Ingredients**:,3
TS Die verwendeten Fette haben einen guten Nährwert (wie zum Beispiel Raps- und Olivenöl) und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"- ""Sie verwenden Öle, Gewürze, Streusalze, Zucker, Backwaren, wie auch weitere Basisprodukte und Nahrungsmittel für die Zwischenmahlzeiten zu 50% (an Kosten gemessen) in der Qualität «Bio» und (bei Produkten aus der 3. Welt) mit dem Gütesiegel «Max Havelaar».""",4
TS Die verwendeten Fette haben einen guten Nährwert (wie zum Beispiel Raps- und Olivenöl) und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"- This requirement emphasizes the use of high-quality oils and ingredients, which aligns with the guideline's focus on healthy fats.",5
TS Die verwendeten Fette haben einen guten Nährwert (wie zum Beispiel Raps- und Olivenöl) und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,2. **Use of Healthy Fats**:,6
TS Die verwendeten Fette haben einen guten Nährwert (wie zum Beispiel Raps- und Olivenöl) und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"- ""Sie achten auf fettarme Eiweisskomponenten.""",7
TS Die verwendeten Fette haben einen guten Nährwert (wie zum Beispiel Raps- und Olivenöl) und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"- This indicates a focus on healthier fat options, which is directly related to the guideline's emphasis on using good nutritional fats.",8
TS Die verwendeten Fette haben einen guten Nährwert (wie zum Beispiel Raps- und Olivenöl) und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,3. **Nutritional Quality of Meals**:,9
TS Die verwendeten Fette haben einen guten Nährwert (wie zum Beispiel Raps- und Olivenöl) und entsprechen den von der Schweizerischen Gesellschaft für Ernährung vorgegebenen Mengen.,"- ""Die Hauptgerichte gestalten Sie: 3 Hauptmahlzeiten pro Woche vegetarisch, 1 Hauptmahlzeit pro Woche abwechselnd Fleisch oder Geflügel, 1 Hauptmahlzeit pro Woche Fisch.""",10
TS Das Servicepersonal ist informiert und kann die Fragen der Konsumenten zu Allergenen beantworten.,"To match the guideline ""Das Servicepersonal ist informiert und kann die Fragen der Konsumenten zu Allergenen beantworten"" with the provided requirements, we need to identify the requirements that specifically address the capability of the service personnel to handle consumer inquiries about allergens.",1
TS Das Servicepersonal ist informiert und kann die Fragen der Konsumenten zu Allergenen beantworten.,Here are the most relevant requirements ranked based on their relevance to the guideline:,2
TS Das Servicepersonal ist informiert und kann die Fragen der Konsumenten zu Allergenen beantworten.,1. **Detaillierte Angaben für Vegetarier und Allergiker.**,3
TS Das Servicepersonal ist informiert und kann die Fragen der Konsumenten zu Allergenen beantworten.,"This requirement explicitly mentions the need for detailed information for vegetarians and those with allergies, which directly relates to the ability of service personnel to answer questions about allergens.",4
TS Das Servicepersonal ist informiert und kann die Fragen der Konsumenten zu Allergenen beantworten.,2. **Einsicht zu Nährwerten.**,5
TS Das Servicepersonal ist informiert und kann die Fragen der Konsumenten zu Allergenen beantworten.,"This requirement implies that the service personnel should have access to nutritional information, which often includes allergen information, thus enabling them to answer consumer questions.",6
TS Das Servicepersonal ist informiert und kann die Fragen der Konsumenten zu Allergenen beantworten.,3. **Deklaration der Herkunft und Qualität «Label» der Lebensmittel.**,7
TS Das Servicepersonal ist informiert und kann die Fragen der Konsumenten zu Allergenen beantworten.,"This requirement suggests that the food provided will have clear labeling, which is essential for informing consumers about allergens.",8
TS Das Servicepersonal ist informiert und kann die Fragen der Konsumenten zu Allergenen beantworten.,"4. **Flexible Bestellung (Waldausflug, Geburtstage …) ist möglich.**",9
TS Das Servicepersonal ist informiert und kann die Fragen der Konsumenten zu Allergenen beantworten.,"While not directly related to allergens, this requirement indicates that the service can adapt to specific needs, which may include dietary restrictions due to allergies.",10
"TS Die Konsumenten werden direkt mittels einer passenden Anzeige informiert (z.B.: Menütafeln, Piktogramme auf den Speisekarten), um gemäss LIV Anhang 6 die 14 möglichen Allergene erkennen zu können.","To match the guideline regarding informing consumers about allergens through appropriate displays (like menu boards and pictograms), we need to identify the requirements that relate to allergen information, food quality, and communication with consumers. Here are the most relevant requirements ranked based on their relevance to the guideline:",1
"TS Die Konsumenten werden direkt mittels einer passenden Anzeige informiert (z.B.: Menütafeln, Piktogramme auf den Speisekarten), um gemäss LIV Anhang 6 die 14 möglichen Allergene erkennen zu können.",1. **Detaillierte Angaben für Vegetarier und Allergiker.**,2
"TS Die Konsumenten werden direkt mittels einer passenden Anzeige informiert (z.B.: Menütafeln, Piktogramme auf den Speisekarten), um gemäss LIV Anhang 6 die 14 möglichen Allergene erkennen zu können.","This requirement directly addresses the need for specific information regarding allergens, which is crucial for consumer awareness.",3
"TS Die Konsumenten werden direkt mittels einer passenden Anzeige informiert (z.B.: Menütafeln, Piktogramme auf den Speisekarten), um gemäss LIV Anhang 6 die 14 möglichen Allergene erkennen zu können.",2. **Einsicht über Herkunft und Qualität «Label» der Lebensmittel.**,4
"TS Die Konsumenten werden direkt mittels einer passenden Anzeige informiert (z.B.: Menütafeln, Piktogramme auf den Speisekarten), um gemäss LIV Anhang 6 die 14 möglichen Allergene erkennen zu können.","This requirement emphasizes the importance of transparency regarding the origin and quality of food, which can include allergen information.",5
"TS Die Konsumenten werden direkt mittels einer passenden Anzeige informiert (z.B.: Menütafeln, Piktogramme auf den Speisekarten), um gemäss LIV Anhang 6 die 14 möglichen Allergene erkennen zu können.",3. **Deklaration der Herkunft und Qualität «Label» der Lebensmittel.**,6
"TS Die Konsumenten werden direkt mittels einer passenden Anzeige informiert (z.B.: Menütafeln, Piktogramme auf den Speisekarten), um gemäss LIV Anhang 6 die 14 möglichen Allergene erkennen zu können.","Similar to the previous point, this requirement focuses on the labeling of food products, which is essential for informing consumers about allergens.",7
"TS Die Konsumenten werden direkt mittels einer passenden Anzeige informiert (z.B.: Menütafeln, Piktogramme auf den Speisekarten), um gemäss LIV Anhang 6 die 14 möglichen Allergene erkennen zu können.",4. **Detaillierte Angaben zu den Nährwerten der Lebensmittel.**,8
"TS Die Konsumenten werden direkt mittels einer passenden Anzeige informiert (z.B.: Menütafeln, Piktogramme auf den Speisekarten), um gemäss LIV Anhang 6 die 14 möglichen Allergene erkennen zu können.","While primarily focused on nutritional information, this requirement can also encompass allergen information, as it is often included in nutritional labeling.",9
"TS Die Konsumenten werden direkt mittels einer passenden Anzeige informiert (z.B.: Menütafeln, Piktogramme auf den Speisekarten), um gemäss LIV Anhang 6 die 14 möglichen Allergene erkennen zu können.",5. **Referenzanfragen erfolgen durch die Abteilung Bildung.**,10
"TS Die Etiketten der Take-away-Speisen listen die Allergene auf oder das Personal ist in der Lage, Fragen der Konsumenten zu beantworten.","To match the guideline regarding allergen labeling and staff capability to answer consumer questions with the provided requirements, we need to identify the requirements that specifically address allergen information and the ability of staff to provide that information.",1
"TS Die Etiketten der Take-away-Speisen listen die Allergene auf oder das Personal ist in der Lage, Fragen der Konsumenten zu beantworten.",### Guideline:,2
"TS Die Etiketten der Take-away-Speisen listen die Allergene auf oder das Personal ist in der Lage, Fragen der Konsumenten zu beantworten.","**TS Die Etiketten der Take-away-Speisen listen die Allergene auf oder das Personal ist in der Lage, Fragen der Konsumenten zu beantworten.**",3
"TS Die Etiketten der Take-away-Speisen listen die Allergene auf oder das Personal ist in der Lage, Fragen der Konsumenten zu beantworten.",### Relevant Requirements:,4
"TS Die Etiketten der Take-away-Speisen listen die Allergene auf oder das Personal ist in der Lage, Fragen der Konsumenten zu beantworten.",1. **Detaillierte Angaben für Vegetarier und Allergiker.**,5
"TS Die Etiketten der Take-away-Speisen listen die Allergene auf oder das Personal ist in der Lage, Fragen der Konsumenten zu beantworten.",- This directly addresses the need for allergen information on the labels and indicates that the meals will have detailed information for those with allergies.,6
"TS Die Etiketten der Take-away-Speisen listen die Allergene auf oder das Personal ist in der Lage, Fragen der Konsumenten zu beantworten.",2. **Einsicht zu Nährwerten.**,7
"TS Die Etiketten der Take-away-Speisen listen die Allergene auf oder das Personal ist in der Lage, Fragen der Konsumenten zu beantworten.","- While this primarily focuses on nutritional information, it implies that there will be transparency about the ingredients, which can include allergens.",8
"TS Die Etiketten der Take-away-Speisen listen die Allergene auf oder das Personal ist in der Lage, Fragen der Konsumenten zu beantworten.",3. **Deklaration der Herkunft und Qualität «Label» der Lebensmittel.**,9
"TS Die Etiketten der Take-away-Speisen listen die Allergene auf oder das Personal ist in der Lage, Fragen der Konsumenten zu beantworten.","- This requirement suggests that there will be labeling of food items, which can include allergen information.",10
"TS Der Gastronomiepartner und/oder das Küchenpersonal des Betriebs müssen die notwendigen Kompetenzen und Erfahrungen in jedem dieser Bereiche haben, falls zutreffend/anwendbar:
-	Planung von nachhaltigen Menüs und Umsetzung eines hauptsächlich pflanzlichen, abwechslungsreichen Angebots.
-	Beschaffung von saisonalen Produkten aus nachhaltiger Produktionsweise, und von nicht bedrohten Arten.
-	Vorbeugung und Reduktion von Lebensmittelverschwendung.
-	Vorbeugung anderer Abfälle, Mülltrennung und -wiederverwertung wenn möglich.
-	Messung von Umweltindikatoren mit dem Ziel, sich ständig zu verbessern.
-	Reduktion des Wasser- und Energieverbrauchs bei Geräten und im Betrieb.
-	Angemessener Gebrauch von Reinigungsmitteln.
-	Abfallkonzept und Monitoring mit geeigneter Dokumentation.
-	Umweltbewusstes Fahren des Lieferpersonals.
-	Stetige Weiterbildung des Personals zum Thema Umweltaspekte.
-	(Stetige) Weiterbildung des Personals zum Thema ausgewogenes Kochen.","To match the guideline with the requirements, we will identify the relevant points from the requirements that align with the competencies and experiences outlined in the guideline. Here’s a ranked list of the most relevant requirements:",1
"TS Der Gastronomiepartner und/oder das Küchenpersonal des Betriebs müssen die notwendigen Kompetenzen und Erfahrungen in jedem dieser Bereiche haben, falls zutreffend/anwendbar:
-	Planung von nachhaltigen Menüs und Umsetzung eines hauptsächlich pflanzlichen, abwechslungsreichen Angebots.
-	Beschaffung von saisonalen Produkten aus nachhaltiger Produktionsweise, und von nicht bedrohten Arten.
-	Vorbeugung und Reduktion von Lebensmittelverschwendung.
-	Vorbeugung anderer Abfälle, Mülltrennung und -wiederverwertung wenn möglich.
-	Messung von Umweltindikatoren mit dem Ziel, sich ständig zu verbessern.
-	Reduktion des Wasser- und Energieverbrauchs bei Geräten und im Betrieb.
-	Angemessener Gebrauch von Reinigungsmitteln.
-	Abfallkonzept und Monitoring mit geeigneter Dokumentation.
-	Umweltbewusstes Fahren des Lieferpersonals.
-	Stetige Weiterbildung des Personals zum Thema Umweltaspekte.
-	(Stetige) Weiterbildung des Personals zum Thema ausgewogenes Kochen.",1. **Nachhaltigkeit - Regionale und saisonale Produkte - Minimierung von Foodwaste - Nachhaltige Verpackung / Gebinde**: This directly relates to the guideline's emphasis on sustainable sourcing and reduction of food waste.,2
"TS Der Gastronomiepartner und/oder das Küchenpersonal des Betriebs müssen die notwendigen Kompetenzen und Erfahrungen in jedem dieser Bereiche haben, falls zutreffend/anwendbar:
-	Planung von nachhaltigen Menüs und Umsetzung eines hauptsächlich pflanzlichen, abwechslungsreichen Angebots.
-	Beschaffung von saisonalen Produkten aus nachhaltiger Produktionsweise, und von nicht bedrohten Arten.
-	Vorbeugung und Reduktion von Lebensmittelverschwendung.
-	Vorbeugung anderer Abfälle, Mülltrennung und -wiederverwertung wenn möglich.
-	Messung von Umweltindikatoren mit dem Ziel, sich ständig zu verbessern.
-	Reduktion des Wasser- und Energieverbrauchs bei Geräten und im Betrieb.
-	Angemessener Gebrauch von Reinigungsmitteln.
-	Abfallkonzept und Monitoring mit geeigneter Dokumentation.
-	Umweltbewusstes Fahren des Lieferpersonals.
-	Stetige Weiterbildung des Personals zum Thema Umweltaspekte.
-	(Stetige) Weiterbildung des Personals zum Thema ausgewogenes Kochen.","2. **Erfahrung von mindestens zwei Jahren in der Ausführung von vergleichbaren Leistungen im Bereich Mittagsverpflegung von Kindern im Alter von ein bis zwölf Jahren**: This requirement ensures that the provider has relevant experience, which is crucial for planning sustainable menus and implementing a plant-based diet.",3
"TS Der Gastronomiepartner und/oder das Küchenpersonal des Betriebs müssen die notwendigen Kompetenzen und Erfahrungen in jedem dieser Bereiche haben, falls zutreffend/anwendbar:
-	Planung von nachhaltigen Menüs und Umsetzung eines hauptsächlich pflanzlichen, abwechslungsreichen Angebots.
-	Beschaffung von saisonalen Produkten aus nachhaltiger Produktionsweise, und von nicht bedrohten Arten.
-	Vorbeugung und Reduktion von Lebensmittelverschwendung.
-	Vorbeugung anderer Abfälle, Mülltrennung und -wiederverwertung wenn möglich.
-	Messung von Umweltindikatoren mit dem Ziel, sich ständig zu verbessern.
-	Reduktion des Wasser- und Energieverbrauchs bei Geräten und im Betrieb.
-	Angemessener Gebrauch von Reinigungsmitteln.
-	Abfallkonzept und Monitoring mit geeigneter Dokumentation.
-	Umweltbewusstes Fahren des Lieferpersonals.
-	Stetige Weiterbildung des Personals zum Thema Umweltaspekte.
-	(Stetige) Weiterbildung des Personals zum Thema ausgewogenes Kochen.",3. **Zubereitung und Rezepturen - Nährstoffschonende Zubereitung und Verarbeitung - Vegetarische Komponenten**: This aligns with the guideline's focus on planning sustainable menus and offering a primarily plant-based diet.,4
"TS Der Gastronomiepartner und/oder das Küchenpersonal des Betriebs müssen die notwendigen Kompetenzen und Erfahrungen in jedem dieser Bereiche haben, falls zutreffend/anwendbar:
-	Planung von nachhaltigen Menüs und Umsetzung eines hauptsächlich pflanzlichen, abwechslungsreichen Angebots.
-	Beschaffung von saisonalen Produkten aus nachhaltiger Produktionsweise, und von nicht bedrohten Arten.
-	Vorbeugung und Reduktion von Lebensmittelverschwendung.
-	Vorbeugung anderer Abfälle, Mülltrennung und -wiederverwertung wenn möglich.
-	Messung von Umweltindikatoren mit dem Ziel, sich ständig zu verbessern.
-	Reduktion des Wasser- und Energieverbrauchs bei Geräten und im Betrieb.
-	Angemessener Gebrauch von Reinigungsmitteln.
-	Abfallkonzept und Monitoring mit geeigneter Dokumentation.
-	Umweltbewusstes Fahren des Lieferpersonals.
-	Stetige Weiterbildung des Personals zum Thema Umweltaspekte.
-	(Stetige) Weiterbildung des Personals zum Thema ausgewogenes Kochen.",4. **Die Lebensmittel werden bei zertifizierten Lieferanten eingekauft**: This requirement supports the guideline's point on sourcing seasonal products from sustainable production methods.,5
